underlying_symbol,quote_date,root,expiration,strike,option_type,open,high,low,close,trade_volume,bid_size_1545,bid_1545,ask_size_1545,ask_1545,underlying_bid_1545,underlying_ask_1545,bid_size_eod,bid_eod,ask_size_eod,ask_eod,underlying_bid_eod,underlying_ask_eod,vwap,open_interest,delivery_code
^SPX,2004-01-02,SPT,2004-09-18,1100.000,c,0.00,0.00,0.00,0.00,0,50,60.70,50,62.70,1107.80,1107.80,50,61.90,50,63.90,1108.49,1108.49,0.00,6936,0
^SPX,2004-01-02,SPT,2004-09-18,1100.000,p,52.00,52.00,52.00,52.00,200,1,55.70,1,57.70,1107.80,1107.80,1,54.70,1,56.70,1108.49,1108.49,52.00,515,0
^SPX,2004-01-02,SPT,2004-09-18,1125.000,c,54.00,54.00,54.00,54.00,1,50,47.60,50,49.60,1107.80,1107.80,50,48.70,50,50.70,1108.49,1108.49,54.00,3947,0
^SPX,2004-01-02,SPT,2004-09-18,1125.000,p,64.00,64.00,64.00,64.00,1,1,67.40,1,69.40,1107.80,1107.80,1,66.20,1,68.20,1108.49,1108.49,64.00,247,0
^SPX,2004-01-02,SPT,2004-09-18,1150.000,c,40.70,40.70,40.70,40.70,1,1,36.00,50,37.90,1107.80,1107.80,50,36.80,50,38.80,1108.49,1108.49,40.70,5618,0
^SPX,2004-01-02,SPT,2004-09-18,1150.000,p,0.00,0.00,0.00,0.00,0,1,80.40,1,82.40,1107.80,1107.80,1,79.10,1,81.10,1108.49,1108.49,0.00,15,0
^SPX,2004-01-02,SPT,2004-09-18,1175.000,c,0.00,0.00,0.00,0.00,0,50,26.20,50,28.20,1107.80,1107.80,50,27.00,50,29.00,1108.49,1108.49,0.00,1,0
^SPX,2004-01-02,SPT,2004-09-18,1175.000,p,0.00,0.00,0.00,0.00,0,1,95.50,1,97.50,1107.80,1107.80,1,94.00,1,96.00,1108.49,1108.49,0.00,5,0
^SPX,2004-01-02,SZP,2004-09-18,1200.000,c,0.00,0.00,0.00,0.00,0,50,18.80,50,20.40,1107.80,1107.80,50,19.40,50,21.00,1108.49,1108.49,0.00,8897,0
^SPX,2004-01-02,SZP,2004-09-18,1200.000,p,0.00,0.00,0.00,0.00,0,1,112.70,1,114.70,1107.80,1107.80,1,111.00,1,113.00,1108.49,1108.49,0.00,687,0
^SPX,2004-01-02,SZP,2004-09-18,1250.000,c,10.00,10.00,10.00,10.00,100,50,9.10,50,10.10,1107.80,1107.80,50,9.50,50,10.50,1108.49,1108.49,10.00,1173,0
^SPX,2004-01-02,SZP,2004-09-18,1250.000,p,0.00,0.00,0.00,0.00,0,1,152.20,1,154.20,1107.80,1107.80,1,150.30,1,152.30,1108.49,1108.49,0.00,450,0
^SPX,2004-01-02,SXY,2004-09-18,1300.000,c,0.00,0.00,0.00,0.00,0,50,3.80,50,4.60,1107.80,1107.80,50,4.10,50,4.90,1108.49,1108.49,0.00,1560,0
^SPX,2004-01-02,SXY,2004-09-18,1300.000,p,0.00,0.00,0.00,0.00,0,1,196.60,1,198.60,1107.80,1107.80,1,194.10,1,196.10,1108.49,1108.49,0.00,5,0
^SPX,2004-01-02,SXY,2004-09-18,1350.000,c,0.00,0.00,0.00,0.00,0,50,1.70,50,2.20,1107.80,1107.80,50,1.80,50,2.30,1108.49,1108.49,0.00,825,0
^SPX,2004-01-02,SXY,2004-09-18,1350.000,p,0.00,0.00,0.00,0.00,0,1,243.80,1,245.80,1107.80,1107.80,1,241.20,1,243.20,1108.49,1108.49,0.00,550,0
^SPX,2004-01-02,SXZ,2004-09-18,1400.000,c,0.00,0.00,0.00,0.00,0,50,0.60,50,1.10,1107.80,1107.80,50,0.65,50,1.15,1108.49,1108.49,0.00,5,0
^SPX,2004-01-02,SXZ,2004-09-18,1400.000,p,0.00,0.00,0.00,0.00,0,1,292.20,1,294.20,1107.80,1107.80,1,289.80,1,291.80,1108.49,1108.49,0.00,20,0
^SPX,2004-01-02,SXZ,2004-09-18,1475.000,c,0.00,0.00,0.00,0.00,0,0,0.00,50,0.50,1107.80,1107.80,0,0.00,50,0.50,1108.49,1108.49,0.00,4,0
^SPX,2004-01-02,SXZ,2004-09-18,1475.000,p,0.00,0.00,0.00,0.00,0,1,365.90,1,367.90,1107.80,1107.80,1,363.20,1,365.20,1108.49,1108.49,0.00,0,0
^SPX,2004-01-02,SXM,2004-09-18,1500.000,c,0.00,0.00,0.00,0.00,0,0,0.00,50,0.50,1107.80,1107.80,0,0.00,50,0.50,1108.49,1108.49,0.00,2,0
^SPX,2004-01-02,SXM,2004-09-18,1500.000,p,0.00,0.00,0.00,0.00,0,1,390.60,1,392.60,1107.80,1107.80,1,387.90,1,389.90,1108.49,1108.49,0.00,4,0
^SPX,2004-01-02,SYF,2004-12-18,400.000,c,700.90,700.90,700.90,700.90,3,1,694.80,1,696.80,1107.80,1107.80,1,697.50,1,699.50,1108.49,1108.49,700.90,963,0
^SPX,2004-01-02,SYF,2004-12-18,400.000,p,0.00,0.00,0.00,0.00,0,57,0.15,64,0.55,1107.80,1107.80,57,0.15,64,0.55,1108.49,1108.49,0.00,7162,0
^SPX,2004-01-02,SYF,2004-12-18,500.000,c,607.00,607.00,607.00,607.00,100,1,596.70,1,598.70,1107.80,1107.80,1,599.20,1,601.20,1108.49,1108.49,607.00,205,0
^SPX,2004-01-02,SYF,2004-12-18,500.000,p,0.00,0.00,0.00,0.00,0,50,0.35,50,0.85,1107.80,1107.80,50,0.35,50,0.85,1108.49,1108.49,0.00,3919,0
^SPX,2004-01-02,SYG,2004-12-18,600.000,c,0.00,0.00,0.00,0.00,0,1,498.90,1,500.90,1107.80,1107.80,1,501.10,1,503.10,1108.49,1108.49,0.00,186,0
^SPX,2004-01-02,SYG,2004-12-18,600.000,p,1.30,1.30,1.20,1.20,125,95,1.20,50,1.70,1107.80,1107.80,95,1.20,50,1.70,1108.49,1108.49,1.22,5169,0
^SPX,2004-01-02,SYG,2004-12-18,650.000,c,0.00,0.00,0.00,0.00,0,1,450.60,1,452.60,1107.80,1107.80,1,452.70,1,454.70,1108.49,1108.49,0.00,3,0
^SPX,2004-01-02,SYG,2004-12-18,650.000,p,2.10,2.10,2.10,2.10,50,50,2.00,50,2.80,1107.80,1107.80,50,2.00,50,2.80,1108.49,1108.49,2.10,1951,0
^SPX,2004-01-02,SPZ,2004-12-18,700.000,c,0.00,0.00,0.00,0.00,0,1,402.70,1,404.70,1107.80,1107.80,1,404.80,1,406.80,1108.49,1108.49,0.00,227,0
^SPX,2004-01-02,SPZ,2004-12-18,700.000,p,3.80,3.80,3.50,3.50,3483,50,3.40,50,4.20,1107.80,1107.80,50,3.40,50,4.20,1108.49,1108.49,3.51,56681,0
^SPX,2004-01-02,SPZ,2004-12-18,750.000,c,0.00,0.00,0.00,0.00,0,1,355.30,1,357.30,1107.80,1107.80,1,357.70,1,359.70,1108.49,1108.49,0.00,141,0
^SPX,2004-01-02,SPZ,2004-12-18,750.000,p,5.80,5.80,5.80,5.80,1,50,5.30,50,6.30,1107.80,1107.80,10,5.30,50,6.20,1108.49,1108.49,5.80,6147,0
^SPX,2004-01-02,SPZ,2004-12-18,775.000,c,0.00,0.00,0.00,0.00,0,1,332.30,1,334.30,1107.80,1107.80,1,334.70,1,336.70,1108.49,1108.49,0.00,100,0
^SPX,2004-01-02,SPZ,2004-12-18,775.000,p,7.20,7.20,7.20,7.20,115,50,7.00,50,8.00,1107.80,1107.80,50,6.80,50,7.80,1108.49,1108.49,7.20,1936,0
^SPX,2004-01-02,SPX,2004-12-18,800.000,c,321.00,321.00,321.00,321.00,8,1,308.80,1,310.80,1107.80,1107.80,1,311.10,1,313.10,1108.49,1108.49,321.00,3794,0
^SPX,2004-01-02,SPX,2004-12-18,800.000,p,0.00,0.00,0.00,0.00,0,50,8.10,1,8.70,1107.80,1107.80,50,7.90,1,8.70,1108.49,1108.49,0.00,12434,0
^SPX,2004-01-02,SPX,2004-12-18,825.000,c,0.00,0.00,0.00,0.00,0,1,285.70,1,287.70,1107.80,1107.80,1,288.00,1,290.00,1108.49,1108.49,0.00,452,0
^SPX,2004-01-02,SPX,2004-12-18,825.000,p,0.00,0.00,0.00,0.00,0,50,9.70,50,10.70,1107.80,1107.80,50,9.50,50,10.50,1108.49,1108.49,0.00,1416,0
^SPX,2004-01-02,SPX,2004-12-18,850.000,c,0.00,0.00,0.00,0.00,0,1,263.10,1,265.10,1107.80,1107.80,1,265.10,1,267.10,1108.49,1108.49,0.00,2494,0
^SPX,2004-01-02,SPX,2004-12-18,850.000,p,11.30,11.50,11.30,11.50,700,52,11.40,50,13.00,1107.80,1107.80,2,11.40,50,12.80,1108.49,1108.49,11.33,12289,0
^SPX,2004-01-02,SPX,2004-12-18,875.000,c,0.00,0.00,0.00,0.00,0,1,240.80,1,242.80,1107.80,1107.80,1,243.00,1,245.00,1108.49,1108.49,0.00,1355,0
^SPX,2004-01-02,SPX,2004-12-18,875.000,p,0.00,0.00,0.00,0.00,0,50,13.80,50,15.40,1107.80,1107.80,50,13.50,50,15.10,1108.49,1108.49,0.00,4462,0
^SPX,2004-01-02,SXB,2004-12-18,900.000,c,229.50,229.50,229.50,229.50,8,1,218.90,1,220.90,1107.80,1107.80,1,221.10,1,223.10,1108.49,1108.49,229.50,4386,0
^SPX,2004-01-02,SXB,2004-12-18,900.000,p,15.00,16.40,15.00,16.40,3,50,16.50,50,18.10,1107.80,1107.80,50,16.20,50,17.80,1108.49,1108.49,15.47,12511,0
^SPX,2004-01-02,SXB,2004-12-18,920.000,c,0.00,0.00,0.00,0.00,0,0,0.00,0,0.00,1107.80,1107.80,0,0.00,0,0.00,1108.49,1108.49,0.00,0,0
^SPX,2004-01-02,SXB,2004-12-18,920.000,p,0.00,0.00,0.00,0.00,0,0,0.00,0,0.00,1107.80,1107.80,0,0.00,0,0.00,1108.49,1108.49,0.00,0,0
^SPX,2004-01-02,SXB,2004-12-18,925.000,c,0.00,0.00,0.00,0.00,0,1,197.00,1,199.00,1107.80,1107.80,1,199.10,1,201.10,1108.49,1108.49,0.00,3633,0
^SPX,2004-01-02,SXB,2004-12-18,925.000,p,19.20,19.50,19.20,19.50,4,1,19.30,1,20.90,1107.80,1107.80,1,18.90,1,20.50,1108.49,1108.49,19.35,7490,0
^SPX,2004-01-02,SXB,2004-12-18,950.000,c,0.00,0.00,0.00,0.00,0,1,176.10,1,178.10,1107.80,1107.80,1,177.90,1,179.90,1108.49,1108.49,0.00,2418,0
^SPX,2004-01-02,SXB,2004-12-18,950.000,p,0.00,0.00,0.00,0.00,0,1,22.80,1,24.80,1107.80,1107.80,1,22.40,1,24.40,1108.49,1108.49,0.00,12159,0
^SPX,2004-01-02,SXB,2004-12-18,975.000,c,0.00,0.00,0.00,0.00,0,1,155.70,1,157.70,1107.80,1107.80,1,157.50,1,159.50,1108.49,1108.49,0.00,7097,0
^SPX,2004-01-02,SXB,2004-12-18,975.000,p,28.00,28.10,27.00,27.70,118,1,27.10,1,29.10,1107.80,1107.80,1,27.00,1,28.60,1108.49,1108.49,27.54,7053,0
^SPX,2004-01-02,SXB,2004-12-18,995.000,c,0.00,0.00,0.00,0.00,0,1,140.20,1,142.20,1107.80,1107.80,1,141.80,1,143.80,1108.49,1108.49,0.00,5946,0
^SPX,2004-01-02,SXB,2004-12-18,995.000,p,31.00,31.20,30.30,31.20,1350,1,31.30,1,33.30,1107.80,1107.80,3,30.70,1,32.70,1108.49,1108.49,31.00,9835,0
^SPX,2004-01-02,SPQ,2004-12-18,1005.000,c,0.00,0.00,0.00,0.00,0,20,133.50,20,135.50,1107.80,1107.80,20,135.10,20,137.10,1108.49,1108.49,0.00,1714,0
^SPX,2004-01-02,SPQ,2004-12-18,1005.000,p,0.00,0.00,0.00,0.00,0,1,34.40,1,36.40,1107.80,1107.80,1,33.80,1,35.80,1108.49,1108.49,0.00,3274,0
^SPX,2004-01-02,SPQ,2004-12-18,1025.000,c,0.00,0.00,0.00,0.00,0,50,118.80,50,120.80,1107.80,1107.80,50,120.40,50,122.40,1108.49,1108.49,0.00,5516,0
^SPX,2004-01-02,SPQ,2004-12-18,1025.000,p,0.00,0.00,0.00,0.00,0,1,39.50,1,41.50,1107.80,1107.80,1,38.80,1,40.80,1108.49,1108.49,0.00,7291,0
^SPX,2004-01-02,SPQ,2004-12-18,1030.000,c,0.00,0.00,0.00,0.00,0,0,0.00,0,0.00,1107.80,1107.80,0,0.00,0,0.00,1108.49,1108.49,0.00,0,0
^SPX,2004-01-02,SPQ,2004-12-18,1030.000,p,0.00,0.00,0.00,0.00,0,0,0.00,0,0.00,1107.80,1107.80,0,0.00,0,0.00,1108.49,1108.49,0.00,0,0
^SPX,2004-01-02,SPQ,2004-12-18,1035.000,c,0.00,0.00,0.00,0.00,0,50,111.50,50,113.50,1107.80,1107.80,50,113.00,50,115.00,1108.49,1108.49,0.00,0,0
^SPX,2004-01-02,SPQ,2004-12-18,1035.000,p,0.00,0.00,0.00,0.00,0,1,42.10,1,44.10,1107.80,1107.80,1,41.40,1,43.40,1108.49,1108.49,0.00,370,0
^SPX,2004-01-02,SPQ,2004-12-18,1050.000,c,0.00,0.00,0.00,0.00,0,50,101.10,50,103.10,1107.80,1107.80,50,102.50,50,104.50,1108.49,1108.49,0.00,13098,0
^SPX,2004-01-02,SPQ,2004-12-18,1050.000,p,45.50,47.80,45.50,47.80,118,1,46.40,1,48.40,1107.80,1107.80,1,45.60,1,47.60,1108.49,1108.49,46.12,6010,0
^SPX,2004-01-02,SPQ,2004-12-18,1075.000,c,0.00,0.00,0.00,0.00,0,50,85.20,50,87.20,1107.80,1107.80,50,86.50,50,88.50,1108.49,1108.49,0.00,6449,0
^SPX,2004-01-02,SPQ,2004-12-18,1075.000,p,52.00,52.00,52.00,52.00,10,1,55.20,1,57.20,1107.80,1107.80,1,54.30,1,56.30,1108.49,1108.49,52.00,3148,0
^SPX,2004-01-02,SPT,2004-12-18,1100.000,c,74.00,74.00,74.00,74.00,1,50,70.10,50,72.10,1107.80,1107.80,50,71.30,50,73.30,1108.49,1108.49,74.00,10692,0
^SPX,2004-01-02,SPT,2004-12-18,1100.000,p,61.50,63.00,61.50,63.00,530,1,64.80,1,66.80,1107.80,1107.80,1,63.80,1,65.80,1108.49,1108.49,62.42,2494,0
^SPX,2004-01-02,SPT,2004-12-18,1125.000,c,0.00,0.00,0.00,0.00,0,50,56.80,50,58.80,1107.80,1107.80,50,57.90,50,59.90,1108.49,1108.49,0.00,1898,0
^SPX,2004-01-02,SPT,2004-12-18,1125.000,p,72.80,74.50,72.50,74.50,32,1,76.20,1,78.20,1107.80,1107.80,1,75.00,1,77.00,1108.49,1108.49,73.27,51,0
^SPX,2004-01-02,SPT,2004-12-18,1150.000,c,0.00,0.00,0.00,0.00,0,50,45.40,50,47.40,1107.80,1107.80,50,46.30,50,48.30,1108.49,1108.49,0.00,10555,0
^SPX,2004-01-02,SPT,2004-12-18,1150.000,p,85.50,86.10,85.50,86.10,222,1,89.40,1,91.40,1107.80,1107.80,1,88.10,1,90.10,1108.49,1108.49,86.07,1114,0
^SPX,2004-01-02,SZP,2004-12-18,1200.000,c,30.00,30.50,30.00,30.50,15,50,27.20,50,29.20,1107.80,1107.80,50,27.90,50,29.90,1108.49,1108.49,30.17,19395,0
^SPX,2004-01-02,SZP,2004-12-18,1200.000,p,0.00,0.00,0.00,0.00,0,1,120.50,1,122.50,1107.80,1107.80,1,118.80,1,120.80,1108.49,1108.49,0.00,801,0
^SPX,2004-01-02,SZP,2004-12-18,1245.000,c,18.10,18.20,18.10,18.20,4,50,15.80,50,17.40,1107.80,1107.80,50,16.40,50,18.00,1108.49,1108.49,18.17,0,0
^SPX,2004-01-02,SZP,2004-12-18,1245.000,p,0.00,0.00,0.00,0.00,0,1,153.30,1,155.30,1107.80,1107.80,1,151.40,1,153.40,1108.49,1108.49,0.00,0,0
^SPX,2004-01-02,SZP,2004-12-18,1250.000,c,18.10,18.10,15.80,15.80,6,50,14.70,50,16.30,1107.80,1107.80,50,15.10,2,16.00,1108.49,1108.49,16.93,14478,0
^SPX,2004-01-02,SZP,2004-12-18,1250.000,p,0.00,0.00,0.00,0.00,0,1,157.10,1,159.10,1107.80,1107.80,1,155.30,1,157.30,1108.49,1108.49,0.00,16580,0
^SPX,2004-01-02,SXY,2004-12-18,1300.000,c,0.00,0.00,0.00,0.00,0,50,7.80,50,8.80,1107.80,1107.80,50,8.10,50,9.10,1108.49,1108.49,0.00,10920,0
^SPX,2004-01-02,SXY,2004-12-18,1300.000,p,0.00,0.00,0.00,0.00,0,1,199.50,1,201.50,1107.80,1107.80,1,197.10,1,199.10,1108.49,1108.49,0.00,2269,0
^SPX,2004-01-02,SXY,2004-12-18,1350.000,c,0.00,0.00,0.00,0.00,0,50,3.90,50,4.70,1107.80,1107.80,50,4.00,50,4.80,1108.49,1108.49,0.00,302,0
^SPX,2004-01-02,SXY,2004-12-18,1350.000,p,0.00,0.00,0.00,0.00,0,1,244.70,1,246.70,1107.80,1107.80,1,242.20,1,244.20,1108.49,1108.49,0.00,83,0
^SPX,2004-01-02,SXZ,2004-12-18,1400.000,c,0.00,0.00,0.00,0.00,0,50,1.95,50,2.45,1107.80,1107.80,50,2.00,50,2.80,1108.49,1108.49,0.00,3005,0
^SPX,2004-01-02,SXZ,2004-12-18,1400.000,p,287.00,293.30,287.00,293.30,12,1,292.00,1,294.00,1107.80,1107.80,1,289.40,1,291.40,1108.49,1108.49,292.25,850,0
^SPX,2004-01-02,SXZ,2004-12-18,1450.000,c,1.30,1.30,1.30,1.30,15,50,0.85,50,1.35,1107.80,1107.80,50,0.90,50,1.40,1108.49,1108.49,1.30,1600,0
^SPX,2004-01-02,SXZ,2004-12-18,1450.000,p,0.00,0.00,0.00,0.00,0,1,340.20,1,342.20,1107.80,1107.80,1,337.50,1,339.50,1108.49,1108.49,0.00,285,0
^SPX,2004-01-02,SXM,2004-12-18,1500.000,c,0.00,0.00,0.00,0.00,0,50,0.30,50,0.80,1107.80,1107.80,50,0.30,50,0.80,1108.49,1108.49,0.00,6,0
^SPX,2004-01-02,SXM,2004-12-18,1500.000,p,0.00,0.00,0.00,0.00,0,1,388.90,1,390.90,1107.80,1107.80,1,386.30,1,388.30,1108.49,1108.49,0.00,126,0
^SPX,2004-01-02,SXM,2004-12-18,1550.000,c,0.00,0.00,0.00,0.00,0,0,0.00,50,0.50,1107.80,1107.80,0,0.00,50,0.50,1108.49,1108.49,0.00,755,0
^SPX,2004-01-02,SXM,2004-12-18,1550.000,p,0.00,0.00,0.00,0.00,0,1,438.00,1,440.00,1107.80,1107.80,1,435.30,1,437.30,1108.49,1108.49,0.00,702,0
^SPX,2004-01-02,SPL,2005-06-18,500.000,c,0.00,0.00,0.00,0.00,0,1,593.70,1,597.70,1107.80,1107.80,1,595.90,1,599.90,1108.49,1108.49,0.00,3550,0
^SPX,2004-01-02,SPL,2005-06-18,500.000,p,1.30,1.30,1.30,1.30,51,50,1.05,24,1.25,1107.80,1107.80,50,1.05,24,1.25,1108.49,1108.49,1.30,2160,0
^SPX,2004-01-02,SPL,2005-06-18,600.000,c,0.00,0.00,0.00,0.00,0,1,498.00,1,502.00,1107.80,1107.80,1,500.60,1,504.60,1108.49,1108.49,0.00,7,0
^SPX,2004-01-02,SPL,2005-06-18,600.000,p,3.90,3.90,3.90,3.90,1,50,2.95,50,4.10,1107.80,1107.80,50,2.85,50,4.00,1108.49,1108.49,3.90,2830,0
^SPX,2004-01-02,SPL,2005-06-18,700.000,c,0.00,0.00,0.00,0.00,0,1,404.10,1,408.10,1107.80,1107.80,1,406.40,1,410.40,1108.49,1108.49,0.00,106,0
^SPX,2004-01-02,SPL,2005-06-18,700.000,p,0.00,0.00,0.00,0.00,0,50,5.70,50,7.70,1107.80,1107.80,50,5.60,50,7.60,1108.49,1108.49,0.00,3637,0
^SPX,2004-01-02,SPL,2005-06-18,750.000,c,0.00,0.00,0.00,0.00,0,1,358.30,1,362.30,1107.80,1107.80,1,360.30,1,364.30,1108.49,1108.49,0.00,854,0
^SPX,2004-01-02,SPL,2005-06-18,750.000,p,9.20,9.20,9.20,9.20,20,50,8.60,50,10.60,1107.80,1107.80,50,8.40,50,10.40,1108.49,1108.49,9.20,2560,0
^SPX,2004-01-02,SPL,2005-06-18,800.000,c,0.00,0.00,0.00,0.00,0,1,313.20,1,317.20,1107.80,1107.80,1,315.40,1,319.40,1108.49,1108.49,0.00,49,0
^SPX,2004-01-02,SPL,2005-06-18,800.000,p,0.00,0.00,0.00,0.00,0,50,11.60,50,14.80,1107.80,1107.80,50,11.30,50,14.50,1108.49,1108.49,0.00,6284,0
^SPX,2004-01-02,SPL,2005-06-18,850.000,c,0.00,0.00,0.00,0.00,0,1,269.90,1,273.90,1107.80,1107.80,1,272.00,1,276.00,1108.49,1108.49,0.00,2,0
^SPX,2004-01-02,SPL,2005-06-18,850.000,p,16.50,16.50,16.50,16.50,2,1,16.90,1,20.10,1107.80,1107.80,1,16.60,1,19.80,1108.49,1108.49,16.50,3736,0
^SPX,2004-01-02,SPL,2005-06-18,900.000,c,0.00,0.00,0.00,0.00,0,1,227.40,1,231.40,1107.80,1107.80,1,229.60,1,233.60,1108.49,1108.49,0.00,1281,0
^SPX,2004-01-02,SPL,2005-06-18,900.000,p,22.30,22.30,22.30,22.30,1,1,22.90,1,26.90,1107.80,1107.80,1,22.50,1,26.50,1108.49,1108.49,22.30,5549,0
^SPX,2004-01-02,SPL,2005-06-18,920.000,c,0.00,0.00,0.00,0.00,0,0,0.00,0,0.00,1107.80,1107.80,0,0.00,0,0.00,1108.49,1108.49,0.00,0,0
^SPX,2004-01-02,SPL,2005-06-18,920.000,p,0.00,0.00,0.00,0.00,0,0,0.00,0,0.00,1107.80,1107.80,0,0.00,0,0.00,1108.49,1108.49,0.00,0,0
^SPX,2004-01-02,SPL,2005-06-18,925.000,c,0.00,0.00,0.00,0.00,0,1,207.40,1,211.40,1107.80,1107.80,1,209.20,1,213.20,1108.49,1108.49,0.00,451,0
^SPX,2004-01-02,SPL,2005-06-18,925.000,p,0.00,0.00,0.00,0.00,0,1,27.10,1,31.10,1107.80,1107.80,1,26.70,1,30.70,1108.49,1108.49,0.00,651,0
^SPX,2004-01-02,SPL,2005-06-18,950.000,c,0.00,0.00,0.00,0.00,0,1,187.50,1,191.50,1107.80,1107.80,1,189.40,1,193.40,1108.49,1108.49,0.00,1723,0
^SPX,2004-01-02,SPL,2005-06-18,950.000,p,0.00,0.00,0.00,0.00,0,1,31.50,1,35.50,1107.80,1107.80,1,31.00,1,35.00,1108.49,1108.49,0.00,5101,0
^SPX,2004-01-02,SPL,2005-06-18,975.000,c,178.00,178.00,178.00,178.00,50,1,168.50,1,172.50,1107.80,1107.80,1,170.30,1,174.30,1108.49,1108.49,178.00,2131,0
^SPX,2004-01-02,SPL,2005-06-18,975.000,p,35.50,35.50,35.50,35.50,150,1,36.90,1,40.90,1107.80,1107.80,1,36.30,1,40.30,1108.49,1108.49,35.50,2416,0
^SPX,2004-01-02,SPL,2005-06-18,995.000,c,0.00,0.00,0.00,0.00,0,1,153.80,1,157.80,1107.80,1107.80,1,155.40,1,159.40,1108.49,1108.49,0.00,4942,0
^SPX,2004-01-02,SPL,2005-06-18,995.000,p,42.00,42.00,42.00,42.00,9,1,41.60,1,45.60,1107.80,1107.80,1,41.00,1,45.00,1108.49,1108.49,42.00,3377,0
^SPX,2004-01-02,SXG,2005-06-18,1005.000,c,0.00,0.00,0.00,0.00,0,1,146.50,1,150.50,1107.80,1107.80,1,148.40,1,152.40,1108.49,1108.49,0.00,2323,0
^SPX,2004-01-02,SXG,2005-06-18,1005.000,p,44.50,44.50,43.60,43.60,3,1,44.30,1,48.30,1107.80,1107.80,2,43.50,1,47.50,1108.49,1108.49,43.90,2472,0
^SPX,2004-01-02,SXG,2005-06-18,1025.000,c,0.00,0.00,0.00,0.00,0,1,132.10,1,136.10,1107.80,1107.80,1,133.90,1,137.90,1108.49,1108.49,0.00,9717,0
^SPX,2004-01-02,SXG,2005-06-18,1025.000,p,0.00,0.00,0.00,0.00,0,1,49.30,1,53.30,1107.80,1107.80,1,48.50,1,52.50,1108.49,1108.49,0.00,7908,0
^SPX,2004-01-02,SXG,2005-06-18,1050.000,c,0.00,0.00,0.00,0.00,0,1,115.40,1,119.40,1107.80,1107.80,1,116.90,1,120.90,1108.49,1108.49,0.00,6569,0
^SPX,2004-01-02,SXG,2005-06-18,1050.000,p,0.00,0.00,0.00,0.00,0,1,57.00,1,61.00,1107.80,1107.80,1,56.10,1,60.10,1108.49,1108.49,0.00,7686,0
^SPX,2004-01-02,SXG,2005-06-18,1075.000,c,0.00,0.00,0.00,0.00,0,1,100.10,1,104.10,1107.80,1107.80,1,101.50,1,105.50,1108.49,1108.49,0.00,103,0
^SPX,2004-01-02,SXG,2005-06-18,1075.000,p,0.00,0.00,0.00,0.00,0,1,66.00,1,70.00,1107.80,1107.80,1,65.00,1,69.00,1108.49,1108.49,0.00,1533,0
^SPX,2004-01-02,SXG,2005-06-18,1100.000,c,93.00,93.00,93.00,93.00,1,1,85.80,1,89.80,1107.80,1107.80,1,87.30,1,91.30,1108.49,1108.49,93.00,5379,0
^SPX,2004-01-02,SXG,2005-06-18,1100.000,p,74.50,77.00,74.50,77.00,381,1,76.10,1,80.10,1107.80,1107.80,1,74.90,1,78.90,1108.49,1108.49,76.15,2634,0
^SPX,2004-01-02,SXG,2005-06-18,1150.000,c,67.60,67.60,67.60,67.60,1,50,60.50,50,64.50,1107.80,1107.80,50,61.70,50,65.70,1108.49,1108.49,67.60,238,0
^SPX,2004-01-02,SXG,2005-06-18,1150.000,p,98.80,98.80,98.80,98.80,220,1,99.40,1,103.40,1107.80,1107.80,1,98.00,1,102.00,1108.49,1108.49,98.80,106,0
^SPX,2004-01-02,SXG,2005-06-18,1200.000,c,47.50,47.50,47.30,47.30,1000,50,40.40,50,44.40,1107.80,1107.80,50,41.30,50,45.30,1108.49,1108.49,47.34,10731,0
^SPX,2004-01-02,SXG,2005-06-18,1200.000,p,125.00,131.00,125.00,131.00,9,1,127.80,1,131.80,1107.80,1107.80,1,126.30,1,130.30,1108.49,1108.49,129.94,993,0
^SPX,2004-01-02,SXG,2005-06-18,1250.000,c,0.00,0.00,0.00,0.00,0,50,25.20,50,29.20,1107.80,1107.80,50,25.80,50,29.80,1108.49,1108.49,0.00,1640,0
^SPX,2004-01-02,SXG,2005-06-18,1250.000,p,160.00,164.00,160.00,164.00,400,1,161.30,1,165.30,1107.80,1107.80,1,159.70,1,163.70,1108.49,1108.49,161.00,16796,0
^SPX,2004-01-02,SXG,2005-06-18,1300.000,c,0.00,0.00,0.00,0.00,0,50,15.30,50,18.50,1107.80,1107.80,50,15.70,50,18.90,1108.49,1108.49,0.00,3381,0
^SPX,2004-01-02,SXG,2005-06-18,1300.000,p,0.00,0.00,0.00,0.00,0,1,199.70,1,203.70,1107.80,1107.80,1,197.70,1,201.70,1108.49,1108.49,0.00,2183,0
^SPX,2004-01-02,SXG,2005-06-18,1400.000,c,0.00,0.00,0.00,0.00,0,50,5.50,50,7.50,1107.80,1107.80,50,5.70,50,7.70,1108.49,1108.49,0.00,3310,0
^SPX,2004-01-02,SXG,2005-06-18,1400.000,p,0.00,0.00,0.00,0.00,0,1,286.60,1,290.60,1107.80,1107.80,1,284.40,1,288.40,1108.49,1108.49,0.00,125,0
^SPX,2004-01-02,SYZ,2005-06-18,1500.000,c,0.00,0.00,0.00,0.00,0,50,1.90,50,2.90,1107.80,1107.80,50,1.95,50,2.95,1108.49,1108.49,0.00,8414,0
